workplace_id,workplace_name,workplace_district,workplace_lat,workplace_lon,candidate_name,district,lat,lon,station_name,station_operator,station_uid,station_id,official_benchmark_city,official_median_rent,commute_minutes,transfer_count,rent_saving_vs_neihu,is_pareto_efficient,dominated_by,selection_reason,route_count_at_station,departure_time,route_summary,source_endpoint,maas_response_file
gangqian_neihu,港墘站,內湖,25.08007,121.57516,五股區公所,五股區,25.082744,121.4383484,五股區公所(五股公有市場),NWT_BUS_STATION,NWT74479,74479,新北市,16000,66.8,2,3500,False,板橋站; 汐止車站; 大坪林站; 三重站; 頂溪站; 土城站; 新莊站; 景安站; 樹林車站,"TDX bus station at Wugu District Office / public market, representing the district center.",5.0,2026-08-24T08:00:00,Bus 963 (五股區公所(五股公有市場)->捷運新埔站) | MRT 板南線 (新埔->忠孝復興) | MRT 文湖線 (忠孝復興->港墘),https://tdx.transportdata.tw/api/basic/v2/Bus/Station/City/NewTaipei,data/interim/transport/tdx_maas_responses/wugu_district_office_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,淡水站,淡水區,25.167745,121.445805,淡水,TRTC,TRTC-R28,R28,新北市,10000,67.8,1,9500,True,,Terminal MRT station and highest-recognition Tamsui transit node.,,2026-08-24T08:00:00,MRT 淡水信義線 (淡水->圓山) | Bus 內科快線1 (捷運圓山站->瑞光港墘路口),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/tamsui_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,泰山站,泰山區,25.05321,121.43943,泰山站,TYMC,TYMC-A5,A5,新北市,10000,68.6,1,9500,False,淡水站,"Taoyuan Airport MRT A5 station in Taishan, the clearest rail node for the district.",,2026-08-24T08:00:00,Bus 786 (捷運泰山站->泰山國中) | Bus 946副 (高公局->瑞光港墘路口),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TYMC,data/interim/transport/tdx_maas_responses/taishan_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,鶯歌車站,鶯歌區,24.95455,121.35517,鶯歌,TRA,TRA-1070,1070,新北市,14500,71.7,1,5000,False,汐止車站; 土城站; 樹林車站; 淡水站; 泰山站,TRA station and main rail anchor for Yingge.,,2026-08-24T08:00:00,TRA 新竹-基隆 (鶯歌->松山) | Bus 藍7 (玉成里->捷運港墘站(內湖高工)),https://tdx.transportdata.tw/api/basic/v2/Rail/TRA/Station,data/interim/transport/tdx_maas_responses/yingge_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,林口站,林口區,25.0658,121.36134,林口站,TYMC,TYMC-A9,A9,新北市,18000,74.5,1,1500,False,板橋站; 汐止車站; 大坪林站; 三重站; 頂溪站; 土城站; 新莊站; 景安站; 樹林車站; 五股區公所; 淡水站; 泰山站; 鶯歌車站,Taoyuan Airport MRT A9 station and the main rail node for Linkou new town.,,2026-08-24T08:00:00,Bus 967副 (林口轉運站->松山機場) | MRT 文湖線 (松山機場->港墘),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TYMC,data/interim/transport/tdx_maas_responses/linkou_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,三峽北大特區,三峽區,24.94489,121.37368,臺北大學正門,NWT_BUS_STATION,NWT3282,3282,新北市,10000,91.1,1,9500,False,淡水站; 泰山站,"TDX bus station at NTPU main gate, representing the dense Sanxia Beida residential area with many bus routes.",17.0,2026-08-24T08:00:00,Bus 939 (臺北大學正門->敦化和平路口) | MRT 文湖線 (六張犁->港墘),https://tdx.transportdata.tw/api/basic/v2/Bus/Station/City/NewTaipei,data/interim/transport/tdx_maas_responses/sanxia_ntpu_main_gate_to_gangqian.json
nangang_nangang,南港站,南港,25.052035,121.60697,汐止車站,汐止區,25.0679,121.66113,汐止,TRA,TRA-0960,0960,新北市,14000,9.1,0,5500,True,,TRA station anchoring Xizhi's main rail commute corridor.,,2026-08-24T08:00:00,TRA 基隆-北湖 (汐止->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/TRA/Station,data/interim/transport/tdx_maas_responses/xizhi_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,板橋站,板橋區,25.014098,121.462671,板橋,TRTC,TRTC-BL07,BL07,新北市,16000,23.1,0,3500,False,汐止車站,Primary Banqiao multimodal hub represented by its MRT station coordinate.,,2026-08-24T08:00:00,HSR 左營-南港 (板橋->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/banqiao_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,樹林車站,樹林區,24.99123,121.42442,樹林,TRA,TRA-1040,1040,新北市,13000,32.9,0,6500,True,,TRA station and main rail anchor for Shulin.,,2026-08-24T08:00:00,TRA 北湖-瑞芳 (樹林->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/TRA/Station,data/interim/transport/tdx_maas_responses/shulin_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,頂溪站,永和區,25.01308,121.515398,頂溪,TRTC,TRTC-O04,O04,新北市,15000,36.2,1,4500,False,汐止車站; 樹林車站,Central Yonghe MRT station on the Zhonghe-Xinlu line.,,2026-08-24T08:00:00,MRT 中和新蘆線 (頂溪->忠孝新生) | MRT 板南線 (忠孝新生->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/dingxi_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,泰山站,泰山區,25.05321,121.43943,泰山站,TYMC,TYMC-A5,A5,新北市,10000,36.6,1,9500,True,,"Taoyuan Airport MRT A5 station in Taishan, the clearest rail node for the district.",,2026-08-24T08:00:00,MRT 桃園機場捷運線 (泰山站->台北車站) | TRA 樹林-基隆 (臺北->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TYMC,data/interim/transport/tdx_maas_responses/taishan_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,三重站,三重區,25.05571,121.48422,三重,TRTC,TRTC-O15,O15,新北市,15000,37.0,1,4500,False,汐止車站; 樹林車站; 頂溪站; 泰山站,Representative Sanchong MRT station on the Zhonghe-Xinlu line.,,2026-08-24T08:00:00,MRT 桃園機場捷運線 (三重站->台北車站) | TRA 北湖-瑞芳 (臺北->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/sanchong_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,景安站,中和區,24.99392,121.505114,景安,TRTC,TRTC-O02,O02,新北市,15000,37.9,1,4500,False,汐止車站; 樹林車站; 頂溪站; 泰山站; 三重站,Major Zhonghe interchange area with MRT access.,,2026-08-24T08:00:00,MRT 中和新蘆線 (景安->忠孝新生) | MRT 板南線 (忠孝新生->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/jingan_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,鶯歌車站,鶯歌區,24.95455,121.35517,鶯歌,TRA,TRA-1070,1070,新北市,14500,40.9,0,5000,False,汐止車站; 樹林車站; 泰山站,TRA station and main rail anchor for Yingge.,,2026-08-24T08:00:00,TRA 彰化-基隆 (鶯歌->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/TRA/Station,data/interim/transport/tdx_maas_responses/yingge_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,土城站,土城區,24.97313,121.44432,土城,TRTC,TRTC-BL03,BL03,新北市,14500,42.9,0,5000,False,汐止車站; 樹林車站; 泰山站; 鶯歌車站,"MRT station named for and located in Tucheng, suitable as the district's transit anchor.",,2026-08-24T08:00:00,MRT 板南線 (土城->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/tucheng_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,大坪林站,新店區,24.98272,121.54134,大坪林,TRTC,TRTC-G04,G04,新北市,15500,46.1,1,4000,False,汐止車站; 樹林車站; 頂溪站; 泰山站; 三重站; 景安站; 鶯歌車站; 土城站,Representative Xindian MRT station with direct urban access.,,2026-08-24T08:00:00,MRT 松山新店線 (大坪林->西門) | MRT 板南線 (西門->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/dapinglin_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,蘆洲站,蘆洲區,25.09152,121.46471,蘆洲,TRTC,TRTC-O54,O54,新北市,18500,46.5,1,1000,False,汐止車站; 板橋站; 樹林車站; 頂溪站; 泰山站; 三重站; 景安站; 鶯歌車站; 土城站; 大坪林站,Terminal MRT node and representative Luzhou transit anchor.,,2026-08-24T08:00:00,MRT 中和新蘆線 (蘆洲->忠孝新生) | MRT 板南線 (忠孝新生->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/luzhou_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,新莊站,新莊區,25.03608,121.45218,新莊,TRTC,TRTC-O18,O18,新北市,15700,50.4,1,3800,False,汐止車站; 樹林車站; 頂溪站; 泰山站; 三重站; 景安站; 鶯歌車站; 土城站; 大坪林站,Established MRT node in the older Xinzhuang urban core.,,2026-08-24T08:00:00,MRT 中和新蘆線 (新莊->忠孝新生) | MRT 板南線 (忠孝新生->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/xinzhuang_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,林口站,林口區,25.0658,121.36134,林口站,TYMC,TYMC-A9,A9,新北市,18000,51.5,1,1500,False,汐止車站; 板橋站; 樹林車站; 頂溪站; 泰山站; 三重站; 景安站; 鶯歌車站; 土城站; 大坪林站; 新莊站,Taoyuan Airport MRT A9 station and the main rail node for Linkou new town.,,2026-08-24T08:00:00,MRT 桃園機場捷運線 (林口站->台北車站) | HSR 左營-南港 (台北->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TYMC,data/interim/transport/tdx_maas_responses/linkou_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,五股區公所,五股區,25.082744,121.4383484,五股區公所(五股公有市場),NWT_BUS_STATION,NWT74479,74479,新北市,16000,55.6,1,3500,False,汐止車站; 板橋站; 樹林車站; 頂溪站; 泰山站; 三重站; 景安站; 鶯歌車站; 土城站; 大坪林站; 新莊站,"TDX bus station at Wugu District Office / public market, representing the district center.",5.0,2026-08-24T08:00:00,Bus 963 (五股區公所(五股公有市場)->捷運新埔站) | MRT 板南線 (新埔->南港),https://tdx.transportdata.tw/api/basic/v2/Bus/Station/City/NewTaipei,data/interim/transport/tdx_maas_responses/wugu_district_office_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,淡水站,淡水區,25.167745,121.445805,淡水,TRTC,TRTC-R28,R28,新北市,10000,59.0,1,9500,False,泰山站,Terminal MRT station and highest-recognition Tamsui transit node.,,2026-08-24T08:00:00,MRT 淡水信義線 (淡水->台北車站) | TRA 彰化-基隆 (臺北->南港),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/tamsui_station_to_nangang.json
nangang_nangang,南港站,南港,25.052035,121.60697,三峽北大特區,三峽區,24.94489,121.37368,臺北大學正門,NWT_BUS_STATION,NWT3282,3282,新北市,10000,65.2,1,9500,False,泰山站; 淡水站,"TDX bus station at NTPU main gate, representing the dense Sanxia Beida residential area with many bus routes.",17.0,2026-08-24T08:00:00,Bus F611 (大學風呂(學勤路)->山佳) | TRA 彰化-基隆 (山佳->南港),https://tdx.transportdata.tw/api/basic/v2/Bus/Station/City/NewTaipei,data/interim/transport/tdx_maas_responses/sanxia_ntpu_main_gate_to_nangang.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,板橋站,板橋區,25.014098,121.462671,板橋,TRTC,TRTC-BL07,BL07,新北市,16000,26.3,0,3500,True,,Primary Banqiao multimodal hub represented by its MRT station coordinate.,,2026-08-24T08:00:00,MRT 板南線 (板橋->市政府),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/banqiao_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,頂溪站,永和區,25.01308,121.515398,頂溪,TRTC,TRTC-O04,O04,新北市,15000,27.9,1,4500,True,,Central Yonghe MRT station on the Zhonghe-Xinlu line.,,2026-08-24T08:00:00,MRT 中和新蘆線 (頂溪->忠孝新生) | MRT 板南線 (忠孝新生->市政府),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/dingxi_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,景安站,中和區,24.99392,121.505114,景安,TRTC,TRTC-O02,O02,新北市,15000,29.7,1,4500,False,頂溪站,Major Zhonghe interchange area with MRT access.,,2026-08-24T08:00:00,MRT 中和新蘆線 (景安->忠孝新生) | MRT 板南線 (忠孝新生->市政府),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/jingan_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,汐止車站,汐止區,25.0679,121.66113,汐止,TRA,TRA-0960,0960,新北市,14000,32.1,1,5500,True,,TRA station anchoring Xizhi's main rail commute corridor.,,2026-08-24T08:00:00,TRA 七堵-屏東 (汐止->松山) | Bus 299 (永吉松山路口->松山高中(松隆)),https://tdx.transportdata.tw/api/basic/v2/Rail/TRA/Station,data/interim/transport/tdx_maas_responses/xizhi_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,三重站,三重區,25.05571,121.48422,三重,TRTC,TRTC-O15,O15,新北市,15000,32.1,1,4500,False,頂溪站; 景安站; 汐止車站,Representative Sanchong MRT station on the Zhonghe-Xinlu line.,,2026-08-24T08:00:00,MRT 中和新蘆線 (三重->忠孝新生) | MRT 板南線 (忠孝新生->市政府),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/sanchong_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,土城站,土城區,24.97313,121.44432,土城,TRTC,TRTC-BL03,BL03,新北市,14500,34.7,0,5000,False,汐止車站,"MRT station named for and located in Tucheng, suitable as the district's transit anchor.",,2026-08-24T08:00:00,MRT 板南線 (土城->市政府),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/tucheng_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,大坪林站,新店區,24.98272,121.54134,大坪林,TRTC,TRTC-G04,G04,新北市,15500,37.9,1,4000,False,頂溪站; 景安站; 汐止車站; 三重站; 土城站,Representative Xindian MRT station with direct urban access.,,2026-08-24T08:00:00,MRT 松山新店線 (大坪林->西門) | MRT 板南線 (西門->市政府),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/dapinglin_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,蘆洲站,蘆洲區,25.09152,121.46471,蘆洲,TRTC,TRTC-O54,O54,新北市,18500,38.2,1,1000,False,板橋站; 頂溪站; 景安站; 汐止車站; 三重站; 土城站; 大坪林站,Terminal MRT node and representative Luzhou transit anchor.,,2026-08-24T08:00:00,MRT 中和新蘆線 (蘆洲->忠孝新生) | MRT 板南線 (忠孝新生->市政府),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/luzhou_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,樹林車站,樹林區,24.99123,121.42442,樹林,TRA,TRA-1040,1040,新北市,13000,38.4,1,6500,True,,TRA station and main rail anchor for Shulin.,,2026-08-24T08:00:00,TRA 樹林-基隆 (樹林->萬華) | MRT 板南線 (龍山寺->市政府),https://tdx.transportdata.tw/api/basic/v2/Rail/TRA/Station,data/interim/transport/tdx_maas_responses/shulin_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,泰山站,泰山區,25.05321,121.43943,泰山站,TYMC,TYMC-A5,A5,新北市,10000,39.6,1,9500,True,,"Taoyuan Airport MRT A5 station in Taishan, the clearest rail node for the district.",,2026-08-24T08:00:00,MRT 桃園機場捷運線 (泰山站->台北車站) | MRT 板南線 (台北車站->市政府),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TYMC,data/interim/transport/tdx_maas_responses/taishan_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,新莊站,新莊區,25.03608,121.45218,新莊,TRTC,TRTC-O18,O18,新北市,15700,42.2,1,3800,False,頂溪站; 景安站; 汐止車站; 三重站; 土城站; 大坪林站; 樹林車站; 泰山站,Established MRT node in the older Xinzhuang urban core.,,2026-08-24T08:00:00,MRT 中和新蘆線 (新莊->忠孝新生) | MRT 板南線 (忠孝新生->市政府),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/xinzhuang_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,五股區公所,五股區,25.082744,121.4383484,五股區公所(五股公有市場),NWT_BUS_STATION,NWT74479,74479,新北市,16000,47.4,1,3500,False,板橋站; 頂溪站; 景安站; 汐止車站; 三重站; 土城站; 大坪林站; 樹林車站; 泰山站; 新莊站,"TDX bus station at Wugu District Office / public market, representing the district center.",5.0,2026-08-24T08:00:00,Bus 963 (五股區公所(五股公有市場)->捷運新埔站) | MRT 板南線 (新埔->市政府),https://tdx.transportdata.tw/api/basic/v2/Bus/Station/City/NewTaipei,data/interim/transport/tdx_maas_responses/wugu_district_office_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,鶯歌車站,鶯歌區,24.95455,121.35517,鶯歌,TRA,TRA-1070,1070,新北市,14500,49.4,1,5000,False,汐止車站; 土城站; 樹林車站; 泰山站,TRA station and main rail anchor for Yingge.,,2026-08-24T08:00:00,TRA 新竹-基隆 (鶯歌->萬華) | MRT 板南線 (龍山寺->市政府),https://tdx.transportdata.tw/api/basic/v2/Rail/TRA/Station,data/interim/transport/tdx_maas_responses/yingge_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,林口站,林口區,25.0658,121.36134,林口站,TYMC,TYMC-A9,A9,新北市,18000,52.2,1,1500,False,板橋站; 頂溪站; 景安站; 汐止車站; 三重站; 土城站; 大坪林站; 樹林車站; 泰山站; 新莊站; 五股區公所; 鶯歌車站,Taoyuan Airport MRT A9 station and the main rail node for Linkou new town.,,2026-08-24T08:00:00,MRT 桃園機場捷運線 (林口站->台北車站) | MRT 板南線 (台北車站->市政府),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TYMC,data/interim/transport/tdx_maas_responses/linkou_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,淡水站,淡水區,25.167745,121.445805,淡水,TRTC,TRTC-R28,R28,新北市,10000,57.9,1,9500,False,泰山站,Terminal MRT station and highest-recognition Tamsui transit node.,,2026-08-24T08:00:00,MRT 淡水信義線 (淡水->台北車站) | MRT 板南線 (台北車站->市政府),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/tamsui_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,三峽北大特區,三峽區,24.94489,121.37368,臺北大學正門,NWT_BUS_STATION,NWT3282,3282,新北市,10000,62.9,1,9500,False,泰山站; 淡水站,"TDX bus station at NTPU main gate, representing the dense Sanxia Beida residential area with many bus routes.",17.0,2026-08-24T08:00:00,Bus 916 (臺北大學正門->捷運永寧站) | MRT 板南線 (永寧->市政府),https://tdx.transportdata.tw/api/basic/v2/Bus/Station/City/NewTaipei,data/interim/transport/tdx_maas_responses/sanxia_ntpu_main_gate_to_taipei_city_hall.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,板橋站,板橋區,25.014098,121.462671,板橋,TRTC,TRTC-BL07,BL07,新北市,16000,12.6,0,3500,True,,Primary Banqiao multimodal hub represented by its MRT station coordinate.,,2026-08-24T08:00:00,HSR 台中-南港 (板橋->台北),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/banqiao_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,三重站,三重區,25.05571,121.48422,三重,TRTC,TRTC-O15,O15,新北市,15000,15.0,0,4500,True,,Representative Sanchong MRT station on the Zhonghe-Xinlu line.,,2026-08-24T08:00:00,MRT 桃園機場捷運線 (三重站->台北車站),https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC,data/interim/transport/tdx_maas_responses/sanchong_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,樹林車站,樹林區,24.99123,121.42442,樹林,TRA,TRA-1040,1040,新北市,13000,17.8,0,6500,True,,TRA station and main rail anchor for Shulin.,,2026-08-24T08:00:00,TRA 員林-臺東 (樹林->臺北),https://tdx.transportdata.tw/api/basic/v2/Rail/TRA/Station,data/interim/transport/tdx_maas_responses/shulin_station_to_taipei_main.json
